StudentIndex,Name,YearOfStudy,CourseID1,CourseTitle1,BM25Score1,CourseID2,CourseTitle2,BM25Score2,CourseID3,CourseTitle3,BM25Score3,CourseID4,CourseTitle4,BM25Score4,CourseID5,CourseTitle5,BM25Score5
790,Student 791,Junior,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292
791,Student 792,Graduate,FR      599  ,DISS PREPARATION,38.7733,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,CMPSC   111  ,INT COMPUTAT SCI,30.5494,PHIL    599  ,PH D DISS PREP,29.4785,CMPSC   502  ,TEACHING COMPTR SCI,29.2731
792,Student 793,Sophomore,INT     594NP,NAT AM & INDIG ST,33.9285,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHYS      7B ,BASIC PHYSICS,30.3237,PHIL    599  ,PH D DISS PREP,29.4785
793,Student 794,Junior,INT     594NP,NAT AM & INDIG ST,33.9285,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHIL    252G ,PLATO,32.7116,SOC     185M ,MARXIST&CRIT THEORY,32.6173,ARTHI     6F ,SUR ARCH & PLAN,30.1156
794,Student 795,Sophomore,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
795,Student 796,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,MUS      52  ,VOC/INSTR SUPRVSN,30.0519,INT      86VC,PORTR & SELF IN AI,29.9621,PHIL    599  ,PH D DISS PREP,29.4785
796,Student 797,Sophomore,C LIT   197  ,JR/SR SEMINAR,47.5801,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,C LIT   197H ,SENIOR HONORS SEM,42.2288,CMPSC   181  ,INTRO COMP VISION,42.0864
797,Student 798,Graduate,FR      599  ,DISS PREPARATION,38.5157,EEMB    144L ,MARINE MICRO LAB,38.2453,ECON    118H ,ACCTG ANAL HONORS,34.3669,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS      7B ,BASIC PHYSICS,33.4102
798,Student 799,Senior,ARTHI   192D ,UCSB INTERNSHIP,59.4414,ART     594  ,SP STUDIES/ST ART,57.6803,ARTHI   265  ,SEM ARCH HIST URBAN,55.9026,GREEK   598  ,MA RESEARCH & PREP,53.8036,ARTHI   136O ,GREEN ARCHITECTURE,53.1294
799,Student 800,Junior,ARTHI     6F ,SUR ARCH & PLAN,46.7491,INT      86VC,PORTR & SELF IN AI,44.7196,FAMST   106A ,CREW PRODUCTION ONE,44.2397,ART     594  ,SP STUDIES/ST ART,44.0455,ARTHI   192D ,UCSB INTERNSHIP,42.2994
800,Student 801,Senior,MUS A   147S ,JAZZ ENSEMBLE,35.6901,FAMST   195I ,INTERNSHIP,35.2349,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186
801,Student 802,Sophomore,ARTHI   192D ,UCSB INTERNSHIP,61.0181,ART     593MS,MFA THESIS PROJECT,47.8219,GREEK   199  ,INDEP STUDY GREEK,46.1195,FAMST   195I ,INTERNSHIP,35.2349,RENST   199  ,INDEPENDENT STUDIES,34.5948
802,Student 803,Junior,MUS A   147S ,JAZZ ENSEMBLE,35.6901,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684,MUS A   270M ,MIDDLE EAST ENS.,32.9161
803,Student 804,Senior,SOC     185M ,MARXIST&CRIT THEORY,44.9821,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,INT      86VC,PORTR & SELF IN AI,37.7181,INT     594NP,NAT AM & INDIG ST,33.9285,C LIT   197H ,SENIOR HONORS SEM,33.9186
804,Student 805,Freshman,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,MUS A   252  ,VIOLIN ENSEMBLE,40.3787,PHIL    252G ,PLATO,37.3243
805,Student 806,Freshman,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,C LIT   194I ,INTERNSHIP,36.7032
806,Student 807,Freshman,FR      599  ,DISS PREPARATION,43.4602,ECON    204A ,MACROECON THEORY,34.1889,SOC     185M ,MARXIST&CRIT THEORY,33.027,INT      86VC,PORTR & SELF IN AI,31.9914,FAMST   106A ,CREW PRODUCTION ONE,30.8705
807,Student 808,Junior,MUS A   170M ,MIDDLE EAST ENS.,46.4502,MUS A   170J ,GAMELAN ENS.,42.795,MUS      17  ,WORLD MUSIC,39.683,MUS      98  ,READINGS IN MUSIC,39.683,SLAV    197  ,SR THESIS/RUSSIAN,36.1975
808,Student 809,Senior,ECON    204A ,MACROECON THEORY,41.5797,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,FAMST   106A ,CREW PRODUCTION ONE,36.0866,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411
809,Student 810,Sophomore,LING    195A ,HONORS THESIS,46.7597,PHIL    599  ,PH D DISS PREP,46.103,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,FR      599  ,DISS PREPARATION,38.7733,PHYS    110A ,ELECTROMAGNETISM,36.8603
810,Student 811,Senior,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,SOC     185M ,MARXIST&CRIT THEORY,46.0005,C LIT   191  ,FANTASY/FANTASTIC,40.9043
811,Student 812,Junior,ECON    204A ,MACROECON THEORY,41.5797,PHIL    252G ,PLATO,37.3243,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411
812,Student 813,Senior,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,MATRL   599  ,PH D DISS PREP,47.256
813,Student 814,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,61.4161,PHYS    143L ,PARTICLE PHYS LAB,35.3595,CMPSC   595A ,GP STD: FOUNDATIONS,34.0558,ECE     130A ,SIGNAL ANALYSIS,32.1336,PHYS      7L ,PHYSICS LAB,31.262
814,Student 815,Senior,ECE     146A ,DIG COMM FUND,58.9192,CMPSC    24  ,PROBLEM SOLVING II,49.0069,CMPSC   110  ,INTRO RESEARCH CS,49.0069,ME       11  ,INTRO CONCEPTS ME,48.5635,C LIT   197  ,JR/SR SEMINAR,47.5801
815,Student 816,Sophomore,C LIT   599  ,PH D DIS RE & PREP,58.7608,IQB     290CE,C. ELEG DEVELOP,42.7616,MUS A    70N ,MIDDLE EAST CHORUS,34.4685,MUS A    38P ,OPERA PRODUCTION,34.2263,ME      152A ,FLUID MECHANICS,30.2897
816,Student 817,Graduate,CMPSC   502  ,TEACHING COMPTR SCI,34.2449,ECE     130A ,SIGNAL ANALYSIS,32.1336,PSTAT   190  ,ULA TRAINING,29.8029,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,29.297,GLOBL   197E ,SPECIAL TOPICS,26.4727
817,Student 818,Sophomore,MATRL   599  ,PH D DISS PREP,47.256,MUS A   245BR,BRASS/ORCH REP,44.65,MUS A   237M ,SINGING GAUCHOS,44.0689,MUS A   241  ,PIANO ENSEMBLE,39.5737,PHIL    143  ,PHILOSOPHY OF LAW,38.8343
818,Student 819,Freshman,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC     5B ,INTRO DATA SCI 2,47.283,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864
819,Student 820,Freshman,GREEK   598  ,MA RESEARCH & PREP,53.8036,ARTHI   192D ,UCSB INTERNSHIP,51.1481,MATRL   598  ,MS THESIS RSCH-PREP,49.1244,ARTHI   265  ,SEM ARCH HIST URBAN,46.6455,ART     594  ,SP STUDIES/ST ART,45.8836
820,Student 821,Freshman,PHYS    143L ,PARTICLE PHYS LAB,63.0872,PHYS      6AL,INTRO EXPER PHYSICS,62.1656,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS      7L ,PHYSICS LAB,49.5401,PHYS     13AL,INTRO TO EXPER PHYS,49.5401
821,Student 822,Graduate,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC     5B ,INTRO DATA SCI 2,47.283,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864
822,Student 823,Freshman,INT      86VC,PORTR & SELF IN AI,37.7181,FR      599  ,DISS PREPARATION,36.9036,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928
823,Student 824,Graduate,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC     5B ,INTRO DATA SCI 2,47.283,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC    99  ,INDEPENDENT STUDIES,42.0864
824,Student 825,Graduate,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   215A ,SEMICOND DEVICE,33.0582
825,Student 826,Graduate,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736
826,Student 827,Graduate,FR      599  ,DISS PREPARATION,38.5157,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHYS      7B ,BASIC PHYSICS,30.3237,MUS      52  ,VOC/INSTR SUPRVSN,30.0519
827,Student 828,Senior,GREEK   598  ,MA RESEARCH & PREP,38.3745,ARTHI     6F ,SUR ARCH & PLAN,37.3858,PHIL    252G ,PLATO,34.9731,RENST   199  ,INDEPENDENT STUDIES,34.5948,ARTHI   192D ,UCSB INTERNSHIP,34.0062
828,Student 829,Graduate,MUS A   147S ,JAZZ ENSEMBLE,56.3209,MUS A   244  ,CHAMBER MUS ENS,51.5786,MUS A   245  ,BRASS QUINTET,50.5217,MUS A   170M ,MIDDLE EAST ENS.,49.2603,ECE     146A ,DIG COMM FUND,45.7696
829,Student 830,Senior,ECE     146A ,DIG COMM FUND,45.7696,MUS A   244  ,CHAMBER MUS ENS,44.859,MUS A   147S ,JAZZ ENSEMBLE,44.4242,MUS A   245  ,BRASS QUINTET,43.5319,MUS A   170M ,MIDDLE EAST ENS.,39.2371
830,Student 831,Graduate,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,INT      86VC,PORTR & SELF IN AI,37.7181
831,Student 832,Senior,ECE     146A ,DIG COMM FUND,58.9192,CMPSC   110  ,INTRO RESEARCH CS,49.0069,CMPSC    24  ,PROBLEM SOLVING II,49.0069,C LIT   196H ,HONORS RESEARCH,48.9776,ME       11  ,INTRO CONCEPTS ME,48.5635
832,Student 833,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHIL    599  ,PH D DISS PREP,49.1309,CMPSC   502  ,TEACHING COMPTR SCI,48.7886,PHYS    228  ,ATOMIC & MOLEC PHYS,48.5904
833,Student 834,Freshman,C LIT   196H ,HONORS RESEARCH,60.2649,ECE     146A ,DIG COMM FUND,58.9192,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,CMPSC   110  ,INTRO RESEARCH CS,55.5409
834,Student 835,Graduate,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHIL    151  ,PRE-SOCRATICS,33.6233
835,Student 836,Sophomore,C LIT   599  ,PH D DIS RE & PREP,73.6158,IQB     290CE,C. ELEG DEVELOP,42.7616,C LIT   197H ,SENIOR HONORS SEM,42.6888,C LIT   197  ,JR/SR SEMINAR,42.5606,PHYS      6AL,INTRO EXPER PHYSICS,39.4821
836,Student 837,Freshman,FAMST   106A ,CREW PRODUCTION ONE,40.543,GREEK   598  ,MA RESEARCH & PREP,38.3745,ANTH    206GW,CUR PROBS IN ARCH,37.9415,MATH      4B ,DIFF EQUATIONS,36.9968,RENST   199  ,INDEPENDENT STUDIES,34.5948
837,Student 838,Graduate,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,SOC     185M ,MARXIST&CRIT THEORY,46.0005,C LIT   191  ,FANTASY/FANTASTIC,40.9043
838,Student 839,Graduate,C LIT   197H ,SENIOR HONORS SEM,56.9251,C LIT   191  ,FANTASY/FANTASTIC,50.0438,C LIT   197  ,JR/SR SEMINAR,45.5443,MUS A   252  ,VIOLIN ENSEMBLE,45.1452,SOC     130GR,GLOBAL & RESIST,45.1268
839,Student 840,Junior,C LIT   197  ,JR/SR SEMINAR,44.5232,C LIT   197H ,SENIOR HONORS SEM,41.2213,EEMB    144L ,MARINE MICRO LAB,38.2453,C LIT   196H ,HONORS RESEARCH,37.229,EEMB    183  ,TEACHING ASSISTANCE,34.1946
840,Student 841,Graduate,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ECE     130A ,SIGNAL ANALYSIS,45.4298,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,C LIT   596TS,TS DIR READ & RES,42.4439
841,Student 842,Graduate,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785,CMPSC   502  ,TEACHING COMPTR SCI,29.2731,PHYS    228  ,ATOMIC & MOLEC PHYS,29.1543,CMPSC   280  ,COMP GRAPHICS,27.7277
842,Student 843,Graduate,C LIT   197  ,JR/SR SEMINAR,52.2236,C LIT   197H ,SENIOR HONORS SEM,50.4515,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199
843,Student 844,Sophomore,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,PSTAT   190  ,ULA TRAINING,39.2279,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
844,Student 845,Graduate,ARTHI   192D ,UCSB INTERNSHIP,52.4471,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ART     593MS,MFA THESIS PROJECT,43.0338,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   180  ,COMPUTER GRAPHICS,42.0864
845,Student 846,Graduate,C LIT   196H ,HONORS RESEARCH,86.2065,CMPSC   111  ,INT COMPUTAT SCI,76.3735,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   189A ,SR CMPTR PRJCT,70.144,CMPSC   184  ,MOBILE APP DEV,70.144
846,Student 847,Graduate,C LIT   196H ,HONORS RESEARCH,82.6596,C LIT   197H ,SENIOR HONORS SEM,80.2132,C LIT   191  ,FANTASY/FANTASTIC,79.0395,C LIT   197  ,JR/SR SEMINAR,74.5332,C LIT   194I ,INTERNSHIP,64.6641
847,Student 848,Sophomore,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ECE     130A ,SIGNAL ANALYSIS,45.4298,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,C LIT   596TS,TS DIR READ & RES,42.4439,CMPSC    99  ,INDEPENDENT STUDIES,42.0864
848,Student 849,Junior,PHIL    599  ,PH D DISS PREP,46.103,PHYS    110A ,ELECTROMAGNETISM,36.8603,PHIL    501  ,T A TRAINING,34.912,PSY      99P ,RESEARCH IN PBS,33.8943,FR      599  ,DISS PREPARATION,33.8289
849,Student 850,Senior,ECE     153A ,HRDW/SFTW INTERFACE,42.4095,SOC     152B ,TOPICS IN SEXUALITY,42.0922,MATRL   598  ,MS THESIS RSCH-PREP,40.8732,ED      360F ,ELD/SDAIE (MST),38.4654,PHYS     21  ,GEN PHYS,36.5827
850,Student 851,Junior,PHYS      6AL,INTRO EXPER PHYSICS,81.5319,PHYS    143L ,PARTICLE PHYS LAB,63.0872,PHYS     13AL,INTRO TO EXPER PHYS,59.2112,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS     20AL,EXPERIMENTAL PHYS,50.676
851,Student 852,Sophomore,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   597  ,IND ST MA & PH D,41.5451,C LIT   191  ,FANTASY/FANTASTIC,40.9043
852,Student 853,Junior,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,C LIT   194I ,INTERNSHIP,36.7032,C LIT   595  ,DOCTORAL COLLOQUIUM,36.2737,ARTHI   192D ,UCSB INTERNSHIP,35.3052
853,Student 854,Graduate,ECE     146A ,DIG COMM FUND,45.7696,INT      86VC,PORTR & SELF IN AI,37.7181,FR      599  ,DISS PREPARATION,36.9036,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411
854,Student 855,Freshman,ECON    196A ,SEN HONORS SEM,44.8863,FAMST   106A ,CREW PRODUCTION ONE,39.7833,PSTAT   223A ,STOCHASTIC CALCULUS,35.7065,CHEM    242A ,CHEM ASPECT BIO SYS,32.0127,ESM     270  ,CONSERV PLANNING,31.6719
855,Student 856,Senior,MUS A   170M ,MIDDLE EAST ENS.,46.4502,MUS A   170J ,GAMELAN ENS.,42.795,C LIT   197H ,SENIOR HONORS SEM,42.6888,C LIT   197  ,JR/SR SEMINAR,42.5606,C LIT   196H ,HONORS RESEARCH,36.0067
856,Student 857,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,54.9233,PHYS    143L ,PARTICLE PHYS LAB,43.7743,ED      362  ,EXCEP CHILD,37.5275,MUS A   245H ,HORN ENSEMBLE,33.5679,ECE     130A ,SIGNAL ANALYSIS,32.1336
857,Student 858,Graduate,FAMST   106A ,CREW PRODUCTION ONE,40.543,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,FAMST    95  ,INTERNSHIP,34.1207,GLOBL   197E ,SPECIAL TOPICS,33.886
858,Student 859,Graduate,FAMST   195I ,INTERNSHIP,35.2349,INT      86VC,PORTR & SELF IN AI,35.1058,PORT    199  ,INDEP PORT STUDIES,32.9451,LING    193  ,CAPSTONE SEM,32.0674,FR      599  ,DISS PREPARATION,29.1421
859,Student 860,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,61.4161,FAMST   106A ,CREW PRODUCTION ONE,44.2397,PHYS     13AL,INTRO TO EXPER PHYS,40.933,FR      599  ,DISS PREPARATION,38.5157,GREEK   598  ,MA RESEARCH & PREP,38.3745
860,Student 861,Junior,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    193  ,CAPSTONE SEM,58.085
861,Student 862,Junior,PHYS     21  ,GEN PHYS,47.6702,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,AS AM   181  ,DESIGN FOR EQUITY,35.4985,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    145L ,EXP RES IN ASTROPHY,30.6153
862,Student 863,Sophomore,ARTHI   192D ,UCSB INTERNSHIP,61.0181,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,ART     593MS,MFA THESIS PROJECT,47.8219,C LIT   196H ,HONORS RESEARCH,47.2941
863,Student 864,Freshman,MUS A   252  ,VIOLIN ENSEMBLE,44.2021,SOC     152B ,TOPICS IN SEXUALITY,44.0411,MUS A   249  ,PERCUSSION ENS,43.706,SOC     185C ,CULTURAL THEORY,42.9233,SOC     232  ,MARX SEMINAR,42.6552
864,Student 865,Freshman,PHIL    599  ,PH D DISS PREP,65.7554,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHIL    501  ,T A TRAINING,51.5735,PHYS    110A ,ELECTROMAGNETISM,51.2256,PHYS    145L ,EXP RES IN ASTROPHY,51.0255
865,Student 866,Sophomore,EACS      5  ,INTRO TO BUDDHISM,46.2519,FR      104C ,ADV FRENCH GRAMMAR,46.0386,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236
866,Student 867,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,48.218,MUS A   245H ,HORN ENSEMBLE,42.3286,MUS A   252  ,VIOLIN ENSEMBLE,39.0438,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   270I ,MUS OF INDIA: SITAR,34.6164
867,Student 868,Freshman,MUS A   147S ,JAZZ ENSEMBLE,56.3209,MUS A   244  ,CHAMBER MUS ENS,51.5786,MUS A   245  ,BRASS QUINTET,50.5217,MUS A   170M ,MIDDLE EAST ENS.,49.2603,ECE     146A ,DIG COMM FUND,45.7696
868,Student 869,Freshman,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,ARTHI   192D ,UCSB INTERNSHIP,34.0062,GLOBL   197E ,SPECIAL TOPICS,33.886,SOC     185M ,MARXIST&CRIT THEORY,33.027
869,Student 870,Freshman,ARTHI   192D ,UCSB INTERNSHIP,43.5984,LING    193  ,CAPSTONE SEM,40.7399,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736
870,Student 871,Sophomore,MATRL   215A ,SEMICOND DEVICE,49.2222,MATRL   598  ,MS THESIS RSCH-PREP,49.1244,C LIT   599  ,PH D DIS RE & PREP,45.2473,ECE     153A ,HRDW/SFTW INTERFACE,39.3778,ED      360F ,ELD/SDAIE (MST),38.4654
871,Student 872,Graduate,INT      86VC,PORTR & SELF IN AI,39.2027,MUS A   244  ,CHAMBER MUS ENS,31.1464,PHIL    252G ,PLATO,30.3604,ME      154  ,STRUCTURES,27.6125,MATH    197B ,SENIOR THESIS,26.7214
872,Student 873,Graduate,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   196H ,HONORS RESEARCH,76.1414,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   181  ,INTRO COMP VISION,70.144,CMPSC   184  ,MOBILE APP DEV,70.144
873,Student 874,Junior,SOC     185M ,MARXIST&CRIT THEORY,39.8181,LING    131  ,SOCIOCULT LING,36.1248,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928
874,Student 875,Freshman,PHIL    599  ,PH D DISS PREP,46.103,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,PHYS    110A ,ELECTROMAGNETISM,36.8603,PHIL    501  ,T A TRAINING,34.912,PSTAT   596  ,DIR READ & RSCH,34.9061
875,Student 876,Freshman,MUS A   270Z ,ETHNO PERF ENSEMBLE,45.0446,MUS A   270I ,MUS OF INDIA: SITAR,42.8639,MUS A   147S ,JAZZ ENSEMBLE,35.6901,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659
876,Student 877,Sophomore,SOC     185M ,MARXIST&CRIT THEORY,44.7328,C LIT   197H ,SENIOR HONORS SEM,41.9473,SOC     185C ,CULTURAL THEORY,36.7004,C LIT   197  ,JR/SR SEMINAR,34.2946,EEMB    183  ,TEACHING ASSISTANCE,34.1946
877,Student 878,Senior,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   200S ,INTRO STRUC & PHASE,63.83,LING    297  ,GRADUATE STUDIES,62.2263,MARSC   595  ,SEM MARINE SCIENCE,62.2263
878,Student 879,Sophomore,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,CMPSC     5B ,INTRO DATA SCI 2,37.0617
879,Student 880,Senior,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MCDB    290CE,C ELEGANS DEVELOP,38.9392
880,Student 881,Graduate,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   196H ,HONORS RESEARCH,76.1414,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   180  ,COMPUTER GRAPHICS,70.144,CMPSC    99  ,INDEPENDENT STUDIES,70.144
881,Student 882,Senior,C LIT   599  ,PH D DIS RE & PREP,67.5297,CMPSC   190DD,SPECIAL TOPICS,60.0927,C LIT   197  ,JR/SR SEMINAR,54.1862,C LIT   210  ,PROSEM IN COMP LIT,53.3153,ED      360F ,ELD/SDAIE (MST),51.7616
882,Student 883,Freshman,C LIT   197  ,JR/SR SEMINAR,47.5801,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    24  ,PROBLEM SOLVING II,44.4397,CMPSC   110  ,INTRO RESEARCH CS,44.4397,CMPSC    40  ,FOUNDATION COMP SCI,42.5199
883,Student 884,Graduate,C LIT   197H ,SENIOR HONORS SEM,56.9251,C LIT   191  ,FANTASY/FANTASTIC,50.0438,C LIT   197  ,JR/SR SEMINAR,45.5443,SOC     130GR,GLOBAL & RESIST,45.1268,SOC     152B ,TOPICS IN SEXUALITY,44.0411
884,Student 885,Junior,C LIT   599  ,PH D DIS RE & PREP,81.0432,C LIT   197  ,JR/SR SEMINAR,47.5801,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ECE     130A ,SIGNAL ANALYSIS,45.4298,IQB     290CE,C. ELEG DEVELOP,42.7616
